composite_rank,composite_score,score_status,model_name,vendor,vendor_slug,primary_category,capability_tags,is_open_weight,open_weight_evidence,license,license_class,hf_gated,openrouter_model_id,openrouter_canonical_slug,zenmux_model_id,zenmux_match_method,zenmux_match_confidence,huggingface_model_id,openrouter_tokens,openrouter_requests,openrouter_documented_top50_tokens,openrouter_usage_change,openrouter_variants_merged,zenmux_tokens,zenmux_rank,hf_downloads_30d,hf_downloads_all_time,hf_likes,openrouter_usage_score,zenmux_usage_score,hf_downloads_30d_score,hf_likes_score,release_date_hf,openrouter_added_date,hf_last_modified,input_modalities,output_modalities,hf_pipeline_tag,context_length,max_completion_tokens,parameter_count_b,architecture,model_type,model_structure,experts_per_token,quantization_method,supports_reasoning,supports_tools,supports_structured_output,prompt_price_usd_per_million,completion_price_usd_per_million,knowledge_cutoff,openrouter_url,zenmux_url,huggingface_url,source_presence,openrouter_model_ids_merged
57,41.1732,complete_three_sources,LongCat 2.0,Meituan,meituan,Reasoning,text_input|text_output|reasoning|tool_use|coding|agentic,True,https://huggingface.co/meituan-longcat/LongCat-2.0,mit,open_source_license,False,meituan/longcat-2.0,meituan/longcat-2.0-20260720,meituan/longcat-2.0,exact_slug,1.0,meituan-longcat/LongCat-2.0,13954815241,251616,0,8.441552975123576,meituan/longcat-2.0-20260720,574296155,36,2992,2992,221,60.8696,31.25,12.4224,19.6203,2026-07-05,2026-07-20,2026-07-08,text,text,text-generation,1048756,262144,1775.56,LongcatCausalLM,,Mixture-of-Experts,,,True,True,False,0.3,1.2,,https://openrouter.ai/meituan/longcat-2.0,https://zenmux.ai/models/meituan/longcat-2.0,https://huggingface.co/meituan-longcat/LongCat-2.0,OpenRouter|ZenMux_catalog|ZenMux_usage|HuggingFace,meituan/longcat-2.0
58,40.9958,complete_three_sources,Qwen3 VL 235B A22B Instruct,Qwen,qwen,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-vl-235b-a22b-instruct,qwen/qwen3-vl-235b-a22b-instruct,,unmatched,0.808,Qwen/Qwen3-VL-235B-A22B-Instruct,13994573642,5940422,0,0.22717912120101963,qwen/qwen3-vl-235b-a22b-instruct,0,,1800391,8076255,411,61.4907,0.0,77.0186,35.443,2025-09-22,2025-09-23,2025-11-26,text|image,text,image-text-to-text,262144,32768,235.67,Qwen3VLMoeForConditionalGeneration,qwen3_vl_moe,Dense or unspecified,,,False,True,True,0.21,1.9,2025-03-31,https://openrouter.ai/qwen/qwen3-vl-235b-a22b-instruct,,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Instruct,OpenRouter|HuggingFace,qwen/qwen3-vl-235b-a22b-instruct
59,40.5881,complete_three_sources,Qwen3.5-27B,Qwen,qwen,Multimodal / VLM,text_input|image_input|video_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3.5-27B,apache-2.0,open_source_license,False,qwen/qwen3.5-27b,qwen/qwen3.5-27b-20260224,,unmatched,0.571,Qwen/Qwen3.5-27B,11366301160,2478606,0,-0.4030045806755868,qwen/qwen3.5-27b-20260224,0,,2625115,15094355,1018,55.9006,0.0,81.3665,64.557,2026-02-24,2026-02-25,2026-04-24,text|image|video,text,image-text-to-text,262144,65536,27.781,Qwen3_5ForConditionalGeneration,qwen3_5,Dense or unspecified,,,True,True,True,0.195,1.56,,https://openrouter.ai/qwen/qwen3.5-27b,,https://huggingface.co/Qwen/Qwen3.5-27B,OpenRouter|HuggingFace,qwen/qwen3.5-27b
60,40.4684,complete_three_sources,Mistral Small 4,Mistral,mistralai,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/mistralai/Mistral-Small-4-119B-2603,apache-2.0,open_source_license,False,mistralai/mistral-small-2603,mistralai/mistral-small-2603,,unmatched,0.667,mistralai/Mistral-Small-4-119B-2603,27697534092,6232836,0,0.057962949647202805,mistralai/mistral-small-2603,0,,191282,500899,412,70.8075,0.0,45.3416,36.0759,2026-01-23,2026-03-16,2026-07-15,text|image,text,,262144,,119.401,Mistral3ForConditionalGeneration,mistral3,Dense or unspecified,,fp8,True,True,True,0.15,0.6,,https://openrouter.ai/mistralai/mistral-small-2603,,https://huggingface.co/mistralai/Mistral-Small-4-119B-2603,OpenRouter|HuggingFace,mistralai/mistral-small-2603
61,40.2506,complete_three_sources,Qwen3 8B,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use,True,https://huggingface.co/Qwen/Qwen3-8B,apache-2.0,open_source_license,False,qwen/qwen3-8b,qwen/qwen3-8b-04-28,,unmatched,0.632,Qwen/Qwen3-8B,5451554344,1663274,0,0.5446863095531517,qwen/qwen3-8b-04-28,0,,16574019,98326027,1247,49.0683,0.0,98.1366,68.9873,2025-04-27,2025-04-28,2025-07-26,text,text,text-generation,131072,8192,8.191,Qwen3ForCausalLM,qwen3,Dense or unspecified,,,True,True,False,0.117,0.45499999999999996,2025-03-31,https://openrouter.ai/qwen/qwen3-8b,,https://huggingface.co/Qwen/Qwen3-8B,OpenRouter|HuggingFace,qwen/qwen3-8b
62,39.8198,complete_three_sources,Llama 4 Maverick,Meta,meta-llama,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct,other,open_weight_custom_or_other_license,manual,meta-llama/llama-4-maverick,meta-llama/llama-4-maverick-17b-128e-instruct,,unmatched,0.432,meta-llama/Llama-4-Maverick-17B-128E-Instruct,35287848646,31724278,0,-0.005742648482193975,meta-llama/llama-4-maverick-17b-128e-instruct,0,,55793,717405,504,75.1553,0.0,26.7081,39.8734,2025-04-01,2025-04-05,2025-05-22,text|image,text,image-text-to-text,1048576,16384,401.584,Llama4ForConditionalGeneration,llama4,Mixture-of-Experts,,,False,True,True,0.19999999999999998,0.7999999999999999,2024-08-31,https://openrouter.ai/meta-llama/llama-4-maverick,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct,OpenRouter|HuggingFace,meta-llama/llama-4-maverick
63,39.6545,complete_three_sources,DeepSeek V3.1 Terminus,DeepSeek,deepseek,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/deepseek-ai/DeepSeek-V3.1-Terminus,mit,open_source_license,False,deepseek/deepseek-v3.1-terminus,deepseek/deepseek-v3.1-terminus,,unmatched,0.579,deepseek-ai/DeepSeek-V3.1-Terminus,47274975353,20667320,0,0.20664611794195092,deepseek/deepseek-v3.1-terminus,0,,15324,217260,366,78.2609,0.0,19.8758,29.1139,2025-09-22,2025-09-22,2025-09-29,text,text,text-generation,163840,32768,684.531,DeepseekV3ForCausalLM,deepseek_v3,Mixture-of-Experts,8,fp8,True,True,True,0.27,1.0,2025-03-31,https://openrouter.ai/deepseek/deepseek-v3.1-terminus,,https://huggingface.co/deepseek-ai/DeepSeek-V3.1-Terminus,OpenRouter|HuggingFace,deepseek/deepseek-v3.1-terminus
64,39.4962,complete_three_sources,Qwen3 Embedding 4B,Qwen,qwen,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/Qwen/Qwen3-Embedding-4B,apache-2.0,open_source_license,False,qwen/qwen3-embedding-4b,qwen/qwen3-embedding-4b,,unmatched,0.778,Qwen/Qwen3-Embedding-4B,11754321279,7851373,0,0.2602611132785721,qwen/qwen3-embedding-4b,0,,2905020,15506674,301,57.1429,0.0,83.2298,25.9494,2025-06-03,2025-10-28,2025-06-20,text,embeddings,feature-extraction,32768,,4.022,Qwen3ForCausalLM,qwen3,Dense or unspecified,,,False,False,False,0.02,,,https://openrouter.ai/qwen/qwen3-embedding-4b,,https://huggingface.co/Qwen/Qwen3-Embedding-4B,OpenRouter|HuggingFace,qwen/qwen3-embedding-4b
65,39.4068,complete_three_sources,DeepSeek V3.2 Exp,DeepSeek,deepseek,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/deepseek-ai/DeepSeek-V3.2-Exp,mit,open_source_license,False,deepseek/deepseek-v3.2-exp,deepseek/deepseek-v3.2-exp,deepseek/deepseek-v3.2-exp,exact_slug,1.0,deepseek-ai/DeepSeek-V3.2-Exp,16833519207,2559840,0,-0.02151090043939935,deepseek/deepseek-v3.2-exp,0,,287552,1378500,992,63.9752,0.0,49.6894,63.2911,2025-09-29,2025-09-29,2025-11-18,text,text,text-generation,163840,65536,685.397,DeepseekV32ForCausalLM,deepseek_v32,Mixture-of-Experts,8,fp8,True,True,True,0.27,0.41,2025-07-31,https://openrouter.ai/deepseek/deepseek-v3.2-exp,https://zenmux.ai/models/deepseek/deepseek-v3.2-exp,https://huggingface.co/deepseek-ai/DeepSeek-V3.2-Exp,OpenRouter|ZenMux_catalog|HuggingFace,deepseek/deepseek-v3.2-exp
66,38.3923,complete_three_sources,Nemotron Nano 9B V2 (free),NVIDIA,nvidia,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2,other,open_weight_custom_or_other_license,False,nvidia/nemotron-nano-9b-v2:free,nvidia/nemotron-nano-9b-v2,,unmatched,0.0,nvidia/NVIDIA-Nemotron-Nano-9B-v2,15041293614,996481,0,0.18309183112982977,nvidia/nemotron-nano-9b-v2|nvidia/nemotron-nano-9b-v2:free,0,,301038,3560679,506,63.354,0.0,52.1739,41.1392,2025-08-12,2025-09-05,2026-03-05,text,text,text-generation,128000,,8.888,NemotronHForCausalLM,nemotron_h,Dense or unspecified,,,True,True,True,,,2025-03-31,https://openrouter.ai/nvidia/nemotron-nano-9b-v2:free,,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2,OpenRouter|HuggingFace,nvidia/nemotron-nano-9b-v2:free
67,38.2096,complete_three_sources,Qwen3.5-122B-A10B,Qwen,qwen,Multimodal / VLM,text_input|image_input|video_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3.5-122B-A10B,apache-2.0,open_source_license,False,qwen/qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b-20260224,,unmatched,0.538,Qwen/Qwen3.5-122B-A10B,10888289870,1231074,0,-0.32422783949759615,qwen/qwen3.5-122b-a10b-20260224,0,,1683024,5351816,596,54.6584,0.0,75.7764,44.9367,2026-02-24,2026-02-25,2026-04-24,text|image|video,text,image-text-to-text,262144,65536,125.086,Qwen3_5MoeForConditionalGeneration,qwen3_5_moe,Mixture-of-Experts,,,True,True,True,0.26,2.08,,https://openrouter.ai/qwen/qwen3.5-122b-a10b,,https://huggingface.co/Qwen/Qwen3.5-122B-A10B,OpenRouter|HuggingFace,qwen/qwen3.5-122b-a10b
68,38.1677,complete_three_sources,R1,DeepSeek,deepseek,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/deepseek-ai/DeepSeek-R1,mit,open_source_license,False,deepseek/deepseek-r1,deepseek/deepseek-r1,,unmatched,0.167,deepseek-ai/DeepSeek-R1,3656050998,553896,0,0.2128036997607964,deepseek/deepseek-r1,0,,9214462,43690262,13514,42.8571,0.0,92.5466,100.0,2025-01-20,2025-01-20,2025-03-27,text,text,text-generation,163840,16000,684.531,DeepseekV3ForCausalLM,deepseek_v3,Mixture-of-Experts,8,fp8,True,True,True,0.7,2.5,2024-07-31,https://openrouter.ai/deepseek/deepseek-r1,,https://huggingface.co/deepseek-ai/DeepSeek-R1,OpenRouter|HuggingFace,deepseek/deepseek-r1
69,37.8916,complete_three_sources,Llama 4 Scout,Meta,meta-llama,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,other,open_weight_custom_or_other_license,manual,meta-llama/llama-4-scout,meta-llama/llama-4-scout-17b-16e-instruct,,unmatched,0.647,meta-llama/Llama-4-Scout-17B-16E-Instruct,12016195211,5428005,0,-0.0918837344023922,meta-llama/llama-4-scout-17b-16e-instruct,0,,463833,7213329,1331,57.764,0.0,55.9006,70.2532,2025-04-02,2025-04-05,2025-05-22,text|image,text,image-text-to-text,1310720,16384,108.642,Llama4ForConditionalGeneration,llama4,Mixture-of-Experts,,,False,True,True,0.09999999999999999,0.3,2024-08-31,https://openrouter.ai/meta-llama/llama-4-scout,,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,OpenRouter|HuggingFace,meta-llama/llama-4-scout
70,37.6138,complete_three_sources,Qwen3 Coder 480B A35B,Qwen,qwen,Code & Math,text_input|text_output|reasoning|tool_use|structured_output|coding|agentic,True,https://huggingface.co/Qwen/Qwen3-Coder-480B-A35B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-coder,qwen/qwen3-coder-480b-a35b-07-25,qwen/qwen3-coder,exact_slug,1.0,Qwen/Qwen3-Coder-480B-A35B-Instruct,18041251347,1019462,0,0.45439094721108886,qwen/qwen3-coder-480b-a35b-07-25,0,,86695,1062366,1357,64.5963,0.0,32.9193,72.1519,2025-07-22,2025-07-23,2025-08-21,text,text,text-generation,262144,65536,480.155,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,False,True,True,0.3,1.0,2025-06-30,https://openrouter.ai/qwen/qwen3-coder,https://zenmux.ai/models/qwen/qwen3-coder,https://huggingface.co/Qwen/Qwen3-Coder-480B-A35B-Instruct,OpenRouter|ZenMux_catalog|HuggingFace,qwen/qwen3-coder
71,37.1427,complete_three_sources,Qwen3 Coder 30B A3B Instruct,Qwen,qwen,Code & Math,text_input|text_output|tool_use|structured_output|coding|agentic,True,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-coder-30b-a3b-instruct,qwen/qwen3-coder-30b-a3b-instruct,,unmatched,0.642,Qwen/Qwen3-Coder-30B-A3B-Instruct,6439688731,1146162,0,0.516962111241443,qwen/qwen3-coder-30b-a3b-instruct,0,,1544088,13937916,1180,50.3106,0.0,74.5342,66.4557,2025-07-31,2025-07-31,2025-12-03,text,text,text-generation,262144,32768,30.532,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,False,True,True,0.07,0.27,2025-06-30,https://openrouter.ai/qwen/qwen3-coder-30b-a3b-instruct,,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct,OpenRouter|HuggingFace,qwen/qwen3-coder-30b-a3b-instruct
72,37.0422,complete_three_sources,Hy3 preview,Tencent,tencent,Reasoning,text_input|text_output|reasoning|tool_use|agentic,True,https://huggingface.co/tencent/Hy3-preview,other,open_weight_custom_or_other_license,False,tencent/hy3-preview,tencent/hy3-preview-20260421,tencent/hy3-preview,exact_slug,1.0,tencent/Hy3-preview,24632446873,2215577,0,-0.018105189976932664,tencent/hy3-preview-20260421,0,,72803,263991,300,68.9441,0.0,31.677,25.3165,2026-04-13,2026-04-22,2026-04-23,text,text,text-generation,262144,,298.786,HYV3ForCausalLM,hy_v3,Mixture-of-Experts,8,,True,True,False,0.063,0.21,,https://openrouter.ai/tencent/hy3-preview,https://zenmux.ai/models/tencent/hy3-preview,https://huggingface.co/tencent/Hy3-preview,OpenRouter|ZenMux_catalog|HuggingFace,tencent/hy3-preview
73,36.7963,complete_three_sources,Llama 3.1 70B Instruct,Meta,meta-llama,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct,llama3.1,open_weight_custom_or_other_license,manual,meta-llama/llama-3.1-70b-instruct,meta-llama/llama-3.1-70b-instruct,meta/llama-3.3-70b-instruct,fuzzy_same_vendor,0.85,meta-llama/Meta-Llama-3.1-70B-Instruct,6756272958,6467506,0,-0.0658130000361344,meta-llama/llama-3.1-70b-instruct,0,,1009219,23744615,936,51.5528,0.0,70.1863,61.3924,2024-07-16,2024-07-23,2024-12-15,text,text,text-generation,131072,16384,70.554,LlamaForCausalLM,llama,Dense or unspecified,,,False,True,True,0.39999999999999997,0.39999999999999997,2023-12-31,https://openrouter.ai/meta-llama/llama-3.1-70b-instruct,https://zenmux.ai/models/meta/llama-3.3-70b-instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct,OpenRouter|ZenMux_catalog|HuggingFace,meta-llama/llama-3.1-70b-instruct
74,36.6873,complete_three_sources,Qwen3 VL 30B A3B Instruct,Qwen,qwen,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Instruct,apache-2.0,open_source_license,False,qwen/qwen3-vl-30b-a3b-instruct,qwen/qwen3-vl-30b-a3b-instruct,,unmatched,0.68,Qwen/Qwen3-VL-30B-A3B-Instruct,10411724767,5686622,0,0.8958774913839663,qwen/qwen3-vl-30b-a3b-instruct,0,,936409,17089705,590,54.0373,0.0,67.7019,44.3038,2025-09-30,2025-10-06,2025-11-26,text|image,text,image-text-to-text,262144,16384,31.071,Qwen3VLMoeForConditionalGeneration,qwen3_vl_moe,Dense or unspecified,,,False,True,True,0.15,0.6,2025-03-31,https://openrouter.ai/qwen/qwen3-vl-30b-a3b-instruct,,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Instruct,OpenRouter|HuggingFace,qwen/qwen3-vl-30b-a3b-instruct
75,36.3849,complete_three_sources,Kimi K2 0905,MoonshotAI,moonshotai,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905,other,open_weight_custom_or_other_license,False,moonshotai/kimi-k2-0905,moonshotai/kimi-k2-0905,,unmatched,0.519,moonshotai/Kimi-K2-Instruct-0905,14418773052,4118290,0,0.034379525963198876,moonshotai/kimi-k2-0905,0,,127677,5081107,786,62.1118,0.0,38.5093,53.1646,2025-09-03,2025-09-04,2026-01-30,text,text,text-generation,262144,100352,1026.471,DeepseekV3ForCausalLM,kimi_k2,Mixture-of-Experts,8,fp8,False,True,True,0.6,2.5,2024-12-31,https://openrouter.ai/moonshotai/kimi-k2-0905,,https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905,OpenRouter|HuggingFace,moonshotai/kimi-k2-0905
76,36.1528,complete_three_sources,Qwen3 14B,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-14B,apache-2.0,open_source_license,False,qwen/qwen3-14b,qwen/qwen3-14b-04-28,qwen/qwen3-14b,exact_slug,1.0,Qwen/Qwen3-14B,5149075279,2358739,0,1.2401021881480305,qwen/qwen3-14b-04-28,0,,3178355,24495558,434,47.8261,0.0,85.0932,37.3418,2025-04-27,2025-04-28,2025-07-26,text,text,text-generation,131072,8192,14.768,Qwen3ForCausalLM,qwen3,Dense or unspecified,,,True,True,True,0.22749999999999998,0.9099999999999999,2025-03-31,https://openrouter.ai/qwen/qwen3-14b,https://zenmux.ai/models/qwen/qwen3-14b,https://huggingface.co/Qwen/Qwen3-14B,OpenRouter|ZenMux_catalog|HuggingFace,qwen/qwen3-14b
77,35.7048,complete_three_sources,R1 0528,DeepSeek,deepseek,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/deepseek-ai/DeepSeek-R1-0528,mit,open_source_license,False,deepseek/deepseek-r1-0528,deepseek/deepseek-r1-0528,deepseek/deepseek-r1-0528,exact_slug,1.0,deepseek-ai/DeepSeek-R1-0528,10178397777,1067530,0,0.019021163785700564,deepseek/deepseek-r1-0528,0,,246026,16529656,2457,53.4161,0.0,47.8261,89.8734,2025-05-28,2025-05-28,2025-05-29,text,text,text-generation,163840,32768,684.531,DeepseekV3ForCausalLM,deepseek_v3,Mixture-of-Experts,8,fp8,True,True,True,0.5,2.1500000000000004,2025-03-31,https://openrouter.ai/deepseek/deepseek-r1-0528,https://zenmux.ai/models/deepseek/deepseek-r1-0528,https://huggingface.co/deepseek-ai/DeepSeek-R1-0528,OpenRouter|ZenMux_catalog|HuggingFace,deepseek/deepseek-r1-0528
78,35.0314,complete_three_sources,GLM 4.6,Z.ai,z-ai,Reasoning,text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/zai-org/GLM-4.6,mit,open_source_license,False,z-ai/glm-4.6,z-ai/glm-4.6,z-ai/glm-4.6,exact_slug,1.0,zai-org/GLM-4.6,14825279566,1480884,0,0.08903455576815204,z-ai/glm-4.6,0,,22198,764518,1229,62.7329,0.0,22.9814,67.0886,2025-09-29,2025-09-30,2025-09-30,text,text,text-generation,204800,131072,356.786,Glm4MoeForCausalLM,glm4_moe,Mixture-of-Experts,8,,True,True,True,0.5,2.0,2025-03-31,https://openrouter.ai/z-ai/glm-4.6,https://zenmux.ai/models/z-ai/glm-4.6,https://huggingface.co/zai-org/GLM-4.6,OpenRouter|ZenMux_catalog|HuggingFace,z-ai/glm-4.6
79,34.3759,complete_three_sources,all-MiniLM-L6-v2,Sentence Transformers,sentence-transformers,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,apache-2.0,open_source_license,False,sentence-transformers/all-minilm-l6-v2,sentence-transformers/all-minilm-l6-v2-20251117,,unmatched,0.0,sentence-transformers/all-MiniLM-L6-v2,1460504030,1089742,0,0.1413528019268483,sentence-transformers/all-minilm-l6-v2-20251117,0,,253941670,3434863545,5136,32.2981,0.0,100.0,96.8354,2022-03-02,2025-11-17,2026-06-01,text,embeddings,sentence-similarity,512,,0.023,BertModel,bert,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/sentence-transformers/all-minilm-l6-v2,,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,OpenRouter|HuggingFace,sentence-transformers/all-minilm-l6-v2
80,34.1121,complete_three_sources,Inkling,Thinking Machines,thinkingmachines,Multimodal / VLM,text_input|image_input|audio_input|text_output|reasoning|tool_use|coding|agentic,True,https://huggingface.co/thinkingmachines/Inkling,apache-2.0,open_source_license,False,thinkingmachines/inkling,thinkingmachines/inkling-20260715,,unmatched,0.0,thinkingmachines/Inkling,12234436495,902328,0,0.4649867806460086,thinkingmachines/inkling-20260715,0,,39052,39052,1621,58.3851,0.0,25.4658,80.3797,2026-07-14,2026-07-17,2026-07-23,text|image|audio,text,image-text-to-text,1048576,,952.378,InklingForConditionalGeneration,inkling_mm_model,Mixture-of-Experts,,,True,True,False,1.0,4.05,,https://openrouter.ai/thinkingmachines/inkling,,https://huggingface.co/thinkingmachines/Inkling,OpenRouter|HuggingFace,thinkingmachines/inkling
81,33.7004,complete_three_sources,Nemotron Nano 12B 2 VL (free),NVIDIA,nvidia,Multimodal / VLM,image_input|text_input|video_input|text_output|reasoning|tool_use,True,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16,other,open_weight_custom_or_other_license,False,nvidia/nemotron-nano-12b-v2-vl:free,nvidia/nemotron-nano-12b-v2-vl,,unmatched,0.0,nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16,12883479761,960081,0,0.45576548988385407,nvidia/nemotron-nano-12b-v2-vl|nvidia/nemotron-nano-12b-v2-vl:free,0,,180075,1203423,88,59.6273,0.0,44.0994,5.0633,2025-10-21,2025-10-28,2025-12-02,image|text|video,text,image-text-to-text,128000,128000,13.182,,,Dense or unspecified,,,True,True,False,,,,https://openrouter.ai/nvidia/nemotron-nano-12b-v2-vl:free,,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16,OpenRouter|HuggingFace,nvidia/nemotron-nano-12b-v2-vl:free
82,32.7655,complete_three_sources,Multilingual-E5-Large,Intfloat,intfloat,Embedding / Rerank,text_input|embeddings_output|coding,True,https://huggingface.co/intfloat/multilingual-e5-large,mit,open_source_license,False,intfloat/multilingual-e5-large,intfloat/multilingual-e5-large-20251117,,unmatched,0.0,intfloat/multilingual-e5-large,1788219848,2845805,0,-0.16038083819748383,intfloat/multilingual-e5-large-20251117,0,,8314637,95547682,1235,34.7826,0.0,91.3043,68.3544,2023-06-30,2025-11-18,2026-04-02,text,embeddings,feature-extraction,512,,0.56,XLMRobertaModel,xlm-roberta,Dense or unspecified,,,False,False,False,0.01,,,https://openrouter.ai/intfloat/multilingual-e5-large,,https://huggingface.co/intfloat/multilingual-e5-large,OpenRouter|HuggingFace,intfloat/multilingual-e5-large
83,32.1678,complete_three_sources,Qwen3 30B A3B,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/Qwen/Qwen3-30B-A3B,apache-2.0,open_source_license,False,qwen/qwen3-30b-a3b,qwen/qwen3-30b-a3b-04-28,,unmatched,0.522,Qwen/Qwen3-30B-A3B,2236177713,641798,0,-0.04962927828485093,qwen/qwen3-30b-a3b-04-28,0,,3123826,17191146,913,36.646,0.0,84.472,60.1266,2025-04-27,2025-04-28,2025-07-26,text,text,text-generation,131072,16384,30.532,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,True,True,True,0.12,0.5,2025-03-31,https://openrouter.ai/qwen/qwen3-30b-a3b,,https://huggingface.co/Qwen/Qwen3-30B-A3B,OpenRouter|HuggingFace,qwen/qwen3-30b-a3b
84,31.8901,complete_three_sources,Mistral Small 3,Mistral,mistralai,General Language,text_input|text_output|structured_output,True,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,apache-2.0,open_source_license,False,mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,,unmatched,0.727,mistralai/Mistral-Small-24B-Instruct-2501,8099648072,4258420,0,-0.22106954447814628,mistralai/mistral-small-24b-instruct-2501,0,,87254,7209989,962,52.795,0.0,33.5404,62.0253,2025-01-28,2025-01-30,2025-07-28,text,text,,32768,16384,23.572,MistralForCausalLM,mistral,Dense or unspecified,,,False,False,True,0.049999999999999996,0.08,2023-10-31,https://openrouter.ai/mistralai/mistral-small-24b-instruct-2501,,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,OpenRouter|HuggingFace,mistralai/mistral-small-24b-instruct-2501
85,31.6192,complete_three_sources,bge-base-en-v1.5,BAAI,baai,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/BAAI/bge-base-en-v1.5,mit,open_source_license,False,baai/bge-base-en-v1.5,baai/bge-base-en-v1.5-20251117,,unmatched,0.0,BAAI/bge-base-en-v1.5,1999897269,2561987,0,0.9281109507456352,baai/bge-base-en-v1.5-20251117,0,,8692824,550327691,460,35.4037,0.0,91.9255,37.9747,2023-09-11,2025-11-18,2024-02-21,text,embeddings,feature-extraction,512,,0.109,BertModel,bert,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/baai/bge-base-en-v1.5,,https://huggingface.co/BAAI/bge-base-en-v1.5,OpenRouter|HuggingFace,baai/bge-base-en-v1.5
86,31.5471,complete_three_sources,Ministral 3 14B 2512,Mistral,mistralai,Multimodal / VLM,text_input|image_input|text_output|tool_use|structured_output,True,https://huggingface.co/mistralai/Ministral-3-14B-Instruct-2512,apache-2.0,open_source_license,False,mistralai/ministral-14b-2512,mistralai/ministral-14b-2512,,unmatched,0.432,mistralai/Ministral-3-14B-Instruct-2512,7113714916,1306339,0,2.0741832439317975,mistralai/ministral-14b-2512,0,,189149,1747814,309,52.1739,0.0,44.7205,27.2152,2025-10-31,2025-12-02,2026-07-15,text|image,text,,262144,,13.945,Mistral3ForConditionalGeneration,mistral3,Dense or unspecified,,fp8,False,True,True,0.19999999999999998,0.19999999999999998,,https://openrouter.ai/mistralai/ministral-14b-2512,,https://huggingface.co/mistralai/Ministral-3-14B-Instruct-2512,OpenRouter|HuggingFace,mistralai/ministral-14b-2512
